순,등록번호,청구기호,서명,저작자,편/권차,발행자,발행년,가격,자료실명
2802,EM0000454507,591.1-워233ㅁ,맞벌이의 함정 : 중산층 가정의 위기와 그 대책,"엘리자베스 워런, 아멜리아 워런 티아기 지음  ; 주익종 옮김",,필맥,2019,16000,임시자료실
2803,EM0000454508,373.4-손239ㅁ,메타인지 학습법  : 생각하는 부모가 생각하는 아이를 만든다,리사 손 지음,,21세기북스,2019,15000,임시자료실
2804,EM0000454509,342.1-김64ㅁ,밀양을 듣다 : 밀양 탈송전탑 탈핵 운동의 담론과 현장,김영희 외 지음  ; 김영희 기획·엮음,,오월의봄,2019,32000,임시자료실
2805,EM0000454510,502.9-김16ㅂ,(스타트업·벤처 특허를 위한) 변리사 200% 활용법,지은이: 김광남,,서교출판사,2019,15900,임시자료실
2806,EM0000454511,328-이14ㅂ,(DIY money) 보험지식 in,"이경제, 이경락 지음",,좋은땅,2019,12000,임시자료실
2807,EM0000454512,327.87-조71ㅂ,부장님 몰래하는 직장인 경매의 기술  : 초수를 고수로 이끄는 친절한 경매 사용설명서,조장현 지음,,페이퍼로드,2019,16800,임시자료실
2808,EM0000454513,325.1-이72ㅂ,"비즈니스 인사이드  = Business inside  : 불확실성 속에서 최상의 비즈니스를 이뤄내는 방법  : 유니콘, 데카콘, 실리콘밸리는 어떻게 일하는가",이재훈 지음,,북오션콘텐츠그룹,2019,22000,임시자료실
2809,EM0000454514,327-김53ㄱ,(살아가는 데 꼭 필요한 최소한의) 금융지식,김석한 지음,,원앤원북스,2019,16000,임시자료실
2810,EM0000454515,325.211-바231ㅍ=2,포뮬러  : 성공의 공식,앨버트 라슬로 바라바시 지음  ; 홍지수 옮김,,한국경제신문 한경BP,2019,16800,임시자료실
2811,EM0000454516,J300-세51-70,"세상에 대하여 우리가 더 잘 알아야 할 교양 . 70, 명태 우리 바다로 돌아올까?",남궁담 지음,70,내인생의책,2019,12000,임시자료실
2812,EM0000454517,큰335.9-윤53ㅅ,소비의 진화심리학,윤선길 지음,,커뮤니케이션북스,2019,20000,임시자료실
2813,EM0000454518,372.94-심68ㅇ,오늘도 학교에 갑니다  : 공립학교 교사와 대안학교 교사가 일 년간 함께 나눈 우리 교육 이야기,"심은보, 여희영 글",,서유재,2019,16000,임시자료실
2814,EM0000454519,325.5-김535ㅇ,왜 당신만 못 파는가  : 3개월만에 완성하는 저비용 고효율 온라인 마케팅 전략,김선진 지음,,라온아시아,2019,13800,임시자료실
2815,EM0000454520,325.211-차35ㅇ,왜 무능한 남자들이 리더가 되는 걸까?,토마스 차모로-프레무지크 지음  ; 이현주 옮김,,파우제,2019,13500,임시자료실
2816,EM0000454521,322.11-유72ㅇ,우리는 왜 세습에 열중하는가  : 재벌의 세습경영과 한국경제의 미래,유재용 지음,,나남,2019,18000,임시자료실
2817,EM0000454522,325.5-이14ㅇ,"우리는 취향을 팝니다  : 콘셉트부터 디자인, 서비스, 마케팅까지 취향 저격 '공간' 브랜딩의 모든 것","이경미,  정은아 지음",,쌤앤파커스,2019,15000,임시자료실
2818,EM0000454523,214-윈848ㅇ,"위즈덤  : 오프라 윈프리, 세기의 지성에게 삶의 길을 묻다",오프라 윈프리 지음  ; 노혜숙 옮김,,다산책방,2019,17000,임시자료실
2819,EM0000454524,325.21-프231ㅇ,유니콘의 눈물  : 실패하지 않는 할리우드 방식,제이미 프라이드 지음  ; 김동규 옮김,,KMAC,2019,16000,임시자료실
2820,EM0000454525,152.216-조67ㅇ,"이천 년의 공부  : 흔들리지 않는 마음이 필요할 때, 맹자를 읽는다",조윤제 지음,,위즈덤하우스,2019,16000,임시자료실
2821,EM0000454526,325.21-인52,(세상을 혁신적으로 바꿀 11인의 CEO) 인생템,"김대건, 김성규, 김현진, 류성우, 박광호, 박정은, 박정현, 장문식, 정보한, 권신영, 장준원 [공]지음",,나비의활주로,2019,16000,임시자료실
2822,EM0000454527,321.524-셸63ㅇ,일자리의 미래  : 왜 중산층의 직업이 사라지는가,지은이: 엘렌 러펠 셸  ; 옮긴이: 김후,,예문아카이브,2019,18000,임시자료실
2823,EM0000454528,325.21-장68ㅈ,작은 가게의 주인이 되었습니다,장은혜 지음,,비타북스,2019,13800,임시자료실
2824,EM0000454529,365.91-정14ㅈ,(도서관 사서를 위한) 저작권법  = Copyright for librarians,"정경희, 이호신 지음",,한울엠플러스,2019,21000,임시자료실
2825,EM0000454530,199.1-나69ㅈ,"정신 차리기 기술  : 돈, 시간, 에너지를 낭비하지 않는 인생 청소 3단계",세라 나이트 지음  ; 유혜인 옮김,,한국경제신문 한경BP,2019,15000,임시자료실
2826,EM0000454531,359-정94ㅈ,지방자치는 우리의 삶을 어떻게 바꾸는가  : 존엄한 삶을 위한 참여민주주의  = How does local autonomy change our lives : participatory democracy for a dignified life,정현주 지음,,정한책방,2019,18000,임시자료실
2827,EM0000454532,325.211-곽18ㅊ,착한 사람이 이긴다  : 성공하는 삶을 만드는 5가지 착함의 원리,곽근호 지음,,한스미디어,2019,16000,임시자료실
2828,EM0000454534,325.21-스827ㅊ,청소차를 타는 CEO  : 고물트럭 한 대로 거대한 브랜드를 일궈낸 기발한 창업가정신,브라이언 스쿠다모어 지음  ; 김재서 옮김,,예미,2019,14000,임시자료실
2829,EM0000454535,325.211-아58ㅊ,최강의 인생  : 세상의 뻔한 공식을 깨부순 게임 체인저들의 44가지 법칙,데이브 아스프리 지음  ; 신솔잎 옮김,,비즈니스북스,2019,16000,임시자료실
2830,EM0000454536,큰331.48-보69ㅋ,코뮨이 돌아온다 : 우리 친구들에게,"보이지 않는 위원회 지음  ; 권순모, 이진경 옮김",,그린비출판사,2019,23000,임시자료실
2831,EM0000454537,325.9-김43ㅎ,회계 공부는 난생 처음입니다만  : 회계가 이렇게 쉽고 재미있는 것이었다니!,김범석 지음,,메이트북스,2019,16000,임시자료실
2832,EM0000454538,청440-곽64ㅇ,14살에 시작하는 처음 천문학,곽영직 지음,,북멘토,2019,14000,임시자료실
2833,EM0000454539,410-헤53ㅅ,(22가지 수학의 원칙으로 배우는) 생각공작소,크리스티안 헤세 지음  ; 강희진 옮김,,지브레인,2019,20000,임시자료실
2834,EM0000454540,청443.1-과91ㅅ,Space  : 우주를 향한 호기심과 궁금증  : 인류 달 착륙 50주년 기념,지은이: 과학동아,,동아사이언스,2019,15000,임시자료실
2835,EM0000454541,409-셧828ㄱ-3,"과학사의 뒷얘기 . 3, 생물학ㆍ의학","A. 셧클리프, A.P.D. 셧클리프 지음  ; 이병훈, 박택규 옮김",3,전파과학사,2019,13000,임시자료실
2836,EM0000454542,400-오97ㄴ,나는 농담으로 과학을 말한다  : 지식을 향유하는 놀라운 방법,오후 지음,,Whale books(웨일북),2019,17500,임시자료실
2837,EM0000454543,청511-예44ㄴ,내가 유전자를 고를 수 있다면  : 인간 복제부터 연명 의료까지 생로병사로 읽는 인체의 과학,예병일 지음,,다른,2019,14000,임시자료실
2838,EM0000454544,476.7-브232ㄷ,대멸종 연대기,피터 브래넌 지음  ; 김미선 옮김,,흐름출판,2019,22000,임시자료실
2839,EM0000454545,청490.69-노73ㄷ,동물원에 동물이 없다면  : 동물 복지부터 생물 다양성까지 공존을 꿈꾸는 동물원,노정래 지음,,다른,2019,14000,임시자료실
2840,EM0000454546,497-김225ㅁ,물생활 길라잡이  : 관상용 물고기·가재·새우·게·양서류의 사육과 번식법,"지은이: 김동우, 어준수, 권혁추",,라이프사이언스,2019,19000,임시자료실
2841,EM0000454547,475-김94ㄴ,(미생물과 공존하는) 나는 통생명체다  : 내 안의 우주,김혜성 지음,,파라사이언스,2019,17000,임시자료실
2842,EM0000454548,475-몽15ㅂ,"발밑의 미생물, 몸속의 미생물  : 조용하고 강력한 삶의 동반자","데이비드 몽고메리, 앤 비클레 [공]지음  ; 권예리 옮김",,눌와,2019,18800,임시자료실
2843,EM0000454549,청443.1-이79ㅂ,빅뱅 쫌 아는 10대  : 우주론 카페 빅뱅에 온 걸 환영합니다,이지유 글·그림,,풀빛,2019,13000,임시자료실
2844,EM0000454550,청443.1-리32ㅇ,(세상에서 가장 쉬운) 우주과학 수업  : 마윈의 과학 스승 리먀오 교수의 재미있는 우주 이야기,"리먀오, 왕솽 지음  ; 고보혜 옮김",,더숲,2019,13000,임시자료실
2845,EM0000454551,청409-권19ㄱ,(세상을 바꾼) 과학 이야기  : 과학으로 세상 읽기,권기균 지음,,종이책,2019,13000,임시자료실
2846,EM0000454552,430-레49ㅎ,(숫자로 끝내는) 화학 100 : 100개의 숫자로 이해하는 화학의 세계,조엘 레비 지음  ; 곽영직 옮김,,지브레인,2019,20000,임시자료실
2847,EM0000454553,472.52642-황95ㅅ,숲을 듣다。  : 숲연구가 황호림의 세 번째 숲 이야기,황호림 지음,,책나무 출판사,2019,19000,임시자료실
2848,EM0000454554,J407-어41ㅇ,아빠와 놀이 실험실  : 손쉽게 체험하는 우리 아이 과학 놀이 40,"세르게이 어반 지음  ; 김태완, 이미경 [공] 옮김",,프리렉,2019,15000,임시자료실
2849,EM0000454555,404-피54아,아인슈타인은 이렇게 말했다  : 50명의 과학자들이 알려주는 과학의 생각법,에른스트 페터 피셔 지음  ; 전대호 옮김,,해나무,2019,15800,임시자료실
2850,EM0000454556,472.52642-공67ㅇ,우리 나무와 숲의 이력서  = Resume of trees and forests of Korea,공우석 지음,,청아출판사,2019,18000,임시자료실
2851,EM0000454557,청481-문96ㅇ,"우리의 꽃, 우리의 나무  : 행동하는 청소년, 우리가 밝힌 나무의 진실",지은이: 문화재제자리찾기 청소년연대,,생각나눔,2019,12000,임시자료실
2852,EM0000454558,청443.1-이16ㅇ-1,"우주 덕후 사전 . 1, 덕후력 기초",이광식 지음,1,들메나무,2019,15000,임시자료실
2853,EM0000454559,청443.1-이16ㅇ-2,"우주 덕후 사전 . 2, 덕후력 강화",이광식 지음,2,들메나무,2019,15000,임시자료실
2854,EM0000454560,청004.73-스39ㅇ,(앞서 나가는 10대를 위한) 인공지능,지은이: 앤지 스미버트  ; 그림: 알렉시스 코넬  ; 옮긴이: 바른번역,,타임북스,2019,13000,임시자료실
2855,EM0000454561,453.9-차67ㄱ,"(인류를 향한 경고,) 기후변화",차우준 지음,,내하출판사,2019,17000,임시자료실
2856,EM0000454562,청404-가819ㄱ,(정답을 넘어서는 토론학교) 과학  : 토론으로 들여다 본 과학의 두 얼굴,가치를꿈꾸는과학교사모임 지음,,우리학교,2019,15000,임시자료실
2857,EM0000454563,청400-학64ㅈ,질문하는 과학실  : 왜냐고 묻고 원리로 답하다,학연플러스 지음  ; 이선주 옮김,,뜨인돌,2019,14000,임시자료실
2858,EM0000454564,476.10733-전41ㅋ,크리스퍼 베이비  = Crispr baby  : 유전자 변형 인간의 탄생,전방욱 지음,,이상북스,2019,20000,임시자료실
2859,EM0000454565,청813.7-이915ㅌ,투명 인간과 가상 현실 좀 아는 아바타  : 가상의 세계에서 나를 찾다,이한음 글  ; 김규택 그림,,나무를 심는 사람들,2019,13000,임시자료실
2860,EM0000454566,598.104-이39ㄱ,가끔은 엄마도 퇴근하고 싶다  : 버럭엄마의 독박육아 일기,이미선 지음,,믹스커피,2019,15000,임시자료실
2861,EM0000454567,517.523-스39ㄱ,간헐적 단식을 통해 얻은 믿기지 않는 자유,"라이언 스미스, 킴 스미스 지음  ; 황정경 옮김",,한국경제신문,2019,14800,임시자료실
2862,EM0000454568,517.32-드237ㄱ,"걷기, 제대로 걸어야 운동이다","장 드루앵, 드니 페드노, 로베르토 푸아리에 [공] 지음  ; 허린 옮김",,시그마북스,2019,22000,임시자료실
2863,EM0000454569,512.57-사829ㄱ,게으른 요가  : 자율신경을 어디서든 리셋!,사키타 미나 지음  ; 김진희 옮김,,애니북스,2019,9000,임시자료실
2864,EM0000454570,청530-힐828ㄱ,공학의 명장면 12  : 페니실린에서 월드 와이드 웹까지,크리스티안 힐 지음  ; 주세페 페라리오 그림  ; 이현경 옮김,,푸른숲주니어,2019,12800,임시자료실
2865,EM0000454571,510-조14ㄱ,굿바이 닥터  : 내 몸을 치유하는 건강한 습관 / ; 조경남 지음,,,푸른행복,2019,13000,임시자료실
2866,EM0000454572,519.346-한77ㄱ,굿바이 당뇨! 당뇨발  : 고통 없이 완벽하게 당뇨합병증과 이별하기,한주석 지음,,느낌이있는책,2019,16000,임시자료실
2867,EM0000454573,청004.7-유67ㄱ,"궁금했어, 인공지능",유윤한 글  ; 홍차 그림,,나무생각,2019,12800,임시자료실
2868,EM0000454574,594.504-정225ㄱ,그릇을 비우고 나면 많은 것이 그리워졌다,지은이: 정동현,,수오서재,2019,14000,임시자료실
2869,EM0000454575,370.18-홍16ㄱ,기질에 맞게 하브루타 하라!,홍광수 지음,,브레멘+,2019,12000,임시자료실
2870,EM0000454576,591-시47ㄴ=2,"나는 미니멀리스트, 이기주의자입니다  : 겉치레와 지갑을 버리고 자유롭게 살 수 있는 50가지 방법",시부 지음  ; 고향옥 옮김,,홍시커뮤니케이션,2019,13000,임시자료실
2871,EM0000454577,598.1-박832ㄷ,돌연변이 아빠의 달콤한 행복육아  : 3040 부모에게 전하는 30가지 행복육아레시피,박태외 글,,넥센미디어,2019,16000,임시자료실
2872,EM0000454578,517.32-서72ㄷ,등면역  : 내 몸의 주인이 되는 면역 길잡이,서재걸 지음,,블루페가수스,2019,16000,임시자료실
2873,EM0000454579,598.1-김79ㄸ,딸바보가 그렸어 아이를 잘 키운다는 것,"글·그림: 김진형, 이현주",,로지,2019,16800,임시자료실
2874,EM0000454580,513.53-홍225ㅁ,(그림으로 알기 쉽게 풀이한)마음을 긁는 경피독 아토피,홍동주 글/그림,,아름다운사회,2019,7500,임시자료실
2875,EM0000454581,594.5547-신57ㅁ,매일 8체질 주스,신수림 지음,,니들북,2019,14000,임시자료실
2876,EM0000454582,594.5542-포221ㅁ,(냄비 하나로 만드는) 매직 파스타,사브리나 포다롤 지음  ; 아키코 이다 사진  ; 김수미 옮김,,나는북,2019,11500,임시자료실
2877,EM0000454583,573.93-오58ㅁ,"메이드 바이 바리스타  = Made by barista  : 바리스타의 삶, 바리스타의 레시피",글: 오승해,,미호,2019,16800,임시자료실
2878,EM0000454584,511.7-차66ㅁ,면역이 내 몸을 살린다  : 100세까지 아프지 않고 건강하게 사는 힘,차용석 지음,,피톤치드,2019,14700,임시자료실
2879,EM0000454585,517.3-박73ㅁ,"몸의 경고  : 고혈압, 당뇨, 고지혈증, 골관절염… 큰 병을 차단하는 의사의 특별한 건강관리법",박제선 지음,,진성북스,2019,16000,임시자료실
2880,EM0000454586,189-김64ㅁ,민사고 행복 수업  : 1년 72시간 긍정심리학으로 자신감을 찾는 아이들,김여람 지음,,생각정원(thinking garden),2019,14000,임시자료실
2881,EM0000454587,598.133-홍77ㅅ,(자존감은 지켜 주고 서로에게 상처 주지 않는) 사춘기 내 딸 사용 설명서,홍주미 지음,,가치창조,2019,13800,임시자료실
2882,EM0000454588,594.62-한65세,세상 편한 서현이네 유아식판식,지은이: 한온유,,베가북스,2019,14800,임시자료실
2883,EM0000454589,511.843-이823ㅇ=2,아프다면 만성염증 때문입니다,이케타니 도시로 지음  ; 오시연 옮김,,보누스,2019,14000,임시자료실
2884,EM0000454590,594.67-박14ㅇ,(밥 짓는 시인 박경자의) 암을 이기는 행복한 항암밥상,박경자 지음,,전나무숲,2019,22000,임시자료실
2885,EM0000454591,598.1-신67ㅇ,엄마는 답답해  : 그림으로 배우는 내 아이의 진짜 속마음,"신원철, 이종희 지음",,애플북스,2019,19800,임시자료실
2886,EM0000454592,598.1-정14ㅇ,엄마도 퇴근 좀 하겠습니다  : 엄마와 아이가 함께 성장하는 자기 주도적인 아이 키우기 프로젝트,정경미 지음,,다연,2019,13000,임시자료실
2887,EM0000454593,594.675-최39ㅇ,"(5가지 색을 더한) 영양듬뿍 다이어트 레시피  : 아침, 점심, 저녁, 디저트, 밀프렙까지",최민혜 지음,,Booksgo(북스고),2019,14800,임시자료실
2888,EM0000454594,591-김16ㅇ,오늘도 계속 삽니다  : 혼자라서 물건을 사기도 살림을 하기도 멋쩍은 1인 생활자를 위한 생활 제안,김교석 지음,,위고,2019,15000,임시자료실
2889,EM0000454595,598.1-주47ㅇ,오늘부터 훈육을 그만둡니다,주부의 벗 엮음  ; 시바타 아이코 감수  ; 아라이 피로요 만화  ; 김지윤 옮김,,진선books,2019,10800,임시자료실
2890,EM0000454596,598.1-정725ㅇ,왜 아이에게 그런 말을 했을까  : 아이를 서울대에 보내고 나서 뒤늦게 시작한 부모 반성 수업,정재영 지음,,웨일북(Whale books),2019,14000,임시자료실
2891,EM0000454597,J813.8-백211ㅎ-1,흔한남매 . 1,흔한남매 원작  ; 백난도 글  ; 유난희 그림,1,아이세움,2019,11000,임시자료실
